"period","menu","item_name","item_name_updated","menu_group","category_1","category_2","avg_cost","loaded_at"
"P03-2026","FOOD - IN HOUSE","Side of Main","Side of Main","SIDES","Side of Main","Side of Main",,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","That Fire Hot Sauce (Bottle)","That Fire Hot Sauce (Bottle)","SIDES","That Fire Hot Sauce (Bottle)","That Fire Hot Sauce (Bottle)",3.4100,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Cucumber Raita","Cucumber Raita","SIDES","Cucumber Raita","Cucumber Raita",0.4300,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Roti","Roti","SIDES","Roti","Roti",0.6200,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Chips + Chutney","Chips + Chutney","SIDES","Chips + Chutney","Chips + Chutney",0.7400,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Naan","Naan","SIDES","Naan","Naan",0.4900,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Side of Veggie","Side of Veggie","SIDES","Side of Veggie","Side of Veggie",,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Side of Grain","Side of Grain","SIDES","Side of Grain","Side of Grain",,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Side of Sauce","Side of Sauce","SIDES","Side of Sauce","Side of Sauce",,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","That Fire Hot Sauce - Side","That Fire Hot Sauce - Side","SIDES","That Fire Hot Sauce - Side","That Fire Hot Sauce - Side",0.4400,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Paneer Tikka Bowl - In House","Paneer Tikka Bowl","BOWLS","Paneer Tikka Bowl","Bowls",3.3300,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Spicy Chili Chicken Bowl - In House","Spicy Chili Chicken Bowl","BOWLS","Spicy Chili Chicken Bowl","Bowls",2.8600,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Chicken Tikka Bowl - In House","Chicken Tikka Bowl","BOWLS","Chicken Tikka Bowl","Bowls",2.8400,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Spiced Cauli + Quinoa Bowl","Spiced Cauli + Quinoa Bowl","BOWLS","Cauliflower + Quinoa Bowl","Bowls",2.9600,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Chicken Tikka + Avocado Salad - In House","Chicken Tikka + Avocado Salad","BOWLS","Chicken Tikka + Avocado Salad","Bowls",2.8600,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Lamb Kebab Bowl - In House","Lamb Kebab Bowl","BOWLS","Lamb Kebab Bowl","Bowls",3.4400,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Harvest Chicken Bowl - In House","Harvest Chicken Bowl","BOWLS","Harvest Chicken Bowl","Bowls",3.2600,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Shutdown Bowl - Chicken","Shutdown Bowl - Chicken","BOWLS","Shutdown Bowl","Bowls",2.8400,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Masala Chai Cookies","Masala Chai Cookies","SWEETS","Masala Chai Cookies","Masala Chai Cookies",0.3300,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Swirl Soft Serve","Swirl Soft Serve","SWEETS","Soft Serve","Soft Serve",0.8500,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Masala Chai Soft Serve","Masala Chai Soft Serve","SWEETS","Soft Serve","Soft Serve",1.2500,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Sweet Cardamom Yogurt","Sweet Cardamom Yogurt","SWEETS","Sweet Cardamom Yogurt","Sweet Cardamom Yogurt",0.8100,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Vanilla Mango Lassi Soft Serve","Vanilla Mango Lassi Soft Serve","SWEETS","Soft Serve","Soft Serve",0.9300,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Chocolate Chai Soft Serve","Chocolate Chai Soft Serve","SWEETS","Soft Serve","Soft Serve",0.8400,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Mango Lassi Soft Serve","Mango Lassi Soft Serve","SWEETS","Soft Serve","Soft Serve",0.8400,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","BYO Grain Bowl - In House","BYO Grain Bowl","BYO","BYO Bowl","Bowls",1.7300,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","BYO Greens + Grains Bowl - In House","BYO Greens + Grains Bowl","BYO","BYO Bowl","Bowls",1.7500,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Burrito - In House","BYO Indian Burrito","BYO","BYO Indian Burrito","Burritos",2.7100,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","BYO Salad Bowl - In House","BYO Salad Bowl","BYO","BYO Bowl","Bowls",1.9900,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Tandoori Paneer Burrito - In House","Tandoori Paneer Burrito","BURRITOS","Tandoori Paneer Burrito","Burritos",3.3300,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Chicken Tikka Burrito - In House","Chicken Tikka Burrito","BURRITOS","Chicken Tikka Burrito","Burritos",2.9600,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Spicy Chicken Burrito - In House","Spicy Chicken Burrito","BURRITOS","Spicy Chicken Burrito","Burritos",2.6000,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Butter Chicken Burrito - In House","Butter Chicken Burrito","BURRITOS","Butter Chicken Burrito","Burritos",3.8300,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Saag Paneer - In House","Saag Paneer","PLATES","Saag Paneer","Plates",2.8400,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Chicken Tikka Masala - In House","Chicken Tikka Masala","PLATES","Chicken Tikka Masala","Plates",3.4400,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Lamb Kofta Korma - In House","Lamb Kofta Korma","PLATES","Lamb Kofta Korma","Plates",4.0700,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Pick 2 Combo Plate - In House","Pick 2 Combo Plate","PLATES","Pick 2 Combo Plate","Plates",0.9200,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Coconut Veggie Curry - In House","Coconut Veggie Curry","PLATES","Coconut Veggie Curry","Plates",3.7500,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Chicken Curry - In House","Chicken Curry","PLATES","Chicken Curry","Plates",3.3900,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Aloo Gobhi - In House","Aloo Gobhi","PLATES","Aloo Gobhi","Plates",2.3500,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Butter Chicken - In House","Butter Chicken","PLATES","Butter Chicken","Plates",3.4500,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Paneer Butter Masala - In House","Paneer Butter Masala","PLATES","Paneer Butter Masala","Plates",3.6600,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Paneer Tikka Masala - In House","Paneer Tikka Masala","PLATES","Paneer Tikka Masala","Plates",3.6500,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Saag Chole - In House","Saag Chole","PLATES","Saag Chole","Plates",1.3700,"2026-07-02 18:14:15.577311+00"
"P03-2026","FOOD - IN HOUSE","Kids BYO - In House","Kids Meal","KIDS","Kids Meal","KIDS",0.9600,"2026-07-02 18:14:15.577311+00"
"P03-2026","DRINKS - IN HOUSE","Blossom Lassi","Blossom Lassi","Cold Drinks","Blossom Lassi","Drinks",1.3300,"2026-07-02 18:14:15.577311+00"
"P03-2026","DRINKS - IN HOUSE","LaCroix - Grapefruit","LaCroix - Grapefruit","Cold Drinks","LaCroix","LaCroix",0.6200,"2026-07-02 18:14:15.577311+00"
"P03-2026","DRINKS - IN HOUSE","Wild Kombucha - Ginger","Wild Kombucha - Ginger","Cold Drinks","Kombucha","Kombucha",3.2600,"2026-07-02 18:14:15.577311+00"
"P03-2026","DRINKS - IN HOUSE","Olipop - Cola","Olipop - Cola","Cold Drinks","Olipop","Olipop",1.8600,"2026-07-02 18:14:15.577311+00"
"P03-2026","DRINKS - IN HOUSE","Mango Lassi","Mango Lassi","Cold Drinks","Mango Lassi","Mango Lassi",1.4100,"2026-07-02 18:14:15.577311+00"
"P03-2026","DRINKS - IN HOUSE","Open Water Still Water","Open Water Still Water","Cold Drinks","Open Water Still Water","Water",1.2100,"2026-07-02 18:14:15.577311+00"
"P03-2026","DRINKS - IN HOUSE","Icaro - Spearmint Yerba Mate","Icaro - Spearmint Yerba Mate","Cold Drinks","Icaro - Spearmint Yerba Mate","Icaro - Spearmint Yerba Mate",2.1200,"2026-07-02 18:14:15.577311+00"
"P03-2026","DRINKS - IN HOUSE","Mont Gravet Rose-gl","Mont Gravet Rose-gl","Wine","Mont Gravet Rose-gl","Mont Gravet Rose-gl",1.6800,"2026-07-02 18:14:15.577311+00"
"P03-2026","DRINKS - IN HOUSE","Indaba Sauvignon Blanc-gl","Indaba Sauvignon Blanc-gl","Wine","Indaba Sauvignon Blanc-gl","Indaba Sauvignon Blanc-gl",1.5500,"2026-07-02 18:14:15.577311+00"
"P03-2026","DRINKS - IN HOUSE","Indaba Sauvignon Blanc Bottle","Indaba Sauvignon Blanc Bottle","Wine","Indaba Sauvignon Blanc Bottle","Indaba Sauvignon Blanc Bottle",6.5400,"2026-07-02 18:14:15.577311+00"
"P03-2026","DRINKS - IN HOUSE","Borsao Granache-gl","Borsao Granache-gl","Wine","Borsao Granache-gl","Borsao Granache-gl",1.6500,"2026-07-02 18:14:15.577311+00"
"P03-2026","DRINKS - IN HOUSE","Mont Gravet Rose Bottle","Mont Gravet Rose Bottle","Wine","Mont Gravet Rose Bottle","Mont Gravet Rose Bottle",7.1000,"2026-07-02 18:14:15.577311+00"
"P03-2026","DRINKS - IN HOUSE","Spiked Lassi","Spiked Lassi","Liquor","Spiked Lassi","Spiked Lassi",1.2100,"2026-07-02 18:14:15.577311+00"
"P03-2026","DRINKS - IN HOUSE","Cardamom Mint Julep","Cardamom Mint Julep","Liquor","Cardamom Mint Julep","Cardamom Mint Julep",2.4900,"2026-07-02 18:14:15.577311+00"
"P03-2026","DRINKS - IN HOUSE","Cotton + Reed White Rum","Cotton + Reed White Rum","Liquor","Cotton + Reed White Rum","Alc Drink",1.3200,"2026-07-02 18:14:15.577311+00"
"P03-2026","DRINKS - IN HOUSE","Masala Chai","Masala Chai","Hot Drinks","Masala Chai","Masala Chai",1.6000,"2026-07-02 18:14:15.577311+00"
"P03-2026","DRINKS - IN HOUSE","Masala Chai - Oat Milk","Masala Chai - Oat Milk","Hot Drinks","Masala Chai","Masala Chai",1.9300,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Garlic Naan","Garlic Naan","SIDES","Garlic Naan","Garlic Naan",0.5900,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Cucumber Raita","Cucumber Raita","SIDES","Cucumber Raita","Cucumber Raita",0.4300,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Samosa Chaat","Samosa Chaat","SIDES","Samosa Chaat","Samosa Chaat",2.1900,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Side of Sauce","Side of Sauce","SIDES","Side of Sauce","Side of Sauce",,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Side of Veggie","Side of Veggie","SIDES","Side of Veggie","Side of Veggie",,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","That Fire Hot Sauce (Bottle)","That Fire Hot Sauce (Bottle)","SIDES","That Fire Hot Sauce (Bottle)","That Fire Hot Sauce (Bottle)",3.4100,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Mini Samosas","Mini Samosas","SIDES","Mini Samosas","Mini Samosas",1.1700,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","That Fire Hot Sauce - Side","That Fire Hot Sauce - Side","SIDES","That Fire Hot Sauce - Side","That Fire Hot Sauce - Side",0.4400,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Naan","Naan","SIDES","Naan","Naan",0.4900,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Side of Main","Side of Main","SIDES","Side of Main","Side of Main",,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Side of Grain","Side of Grain","SIDES","Side of Grain","Side of Grain",,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Masala Chai - Oat Milk","Masala Chai - Oat Milk","DRINKS","Masala Chai","Masala Chai",1.9300,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Mango Lassi","Mango Lassi","DRINKS","Mango Lassi","Mango Lassi",1.4100,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Olipop - Lemon Lime","Olipop - Lemon Lime","DRINKS","Olipop","Olipop",1.8600,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Masala Chai","Masala Chai","DRINKS","Masala Chai","Masala Chai",1.6000,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Icaro - Spearmint Yerba Mate","Icaro - Spearmint Yerba Mate","DRINKS","Icaro - Spearmint Yerba Mate","Icaro - Spearmint Yerba Mate",2.1200,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Iced Oat Masala Chai","Iced Oat Masala Chai","DRINKS","Masala Chai","Masala Chai",1.9200,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Open Water Still Water","Open Water Still Water","DRINKS","Open Water Still Water","Water",1.2100,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Spindrift - Grapefruit","Spindrift - Grapefruit","DRINKS","Spindrift","Spindrift",1.0700,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Homemade Juice","Homemade Juice","DRINKS","Homemade Juice","Homemade Juice",,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Maine Root Fountain Soda","Maine Root Fountain Soda","DRINKS","Maine Root Fountain Soda","Canned Soda",0.3600,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Wild Kombucha - Mango Peach","Wild Kombucha - Mango Peach","DRINKS","Kombucha","Kombucha",3.2600,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Wild Kombucha - Ginger","Wild Kombucha - Ginger","DRINKS","Kombucha","Kombucha",3.2600,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Spindrift - Lemon","Spindrift - Lemon","DRINKS","Spindrift","Spindrift",1.1200,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Blossom Lassi","Blossom Lassi","DRINKS","Blossom Lassi","Drinks",1.3300,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Chicken Tikka Bowl","Chicken Tikka Bowl","CHEF CURATED BOWLS","Chicken Tikka Bowl","Bowls",0.6100,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Spiced Cauli + Quinoa Bowl","Spiced Cauli + Quinoa Bowl","CHEF CURATED BOWLS","Cauliflower + Quinoa Bowl","Bowls",0.6100,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Spicy Chili Chicken Bowl","Spicy Chili Chicken Bowl","CHEF CURATED BOWLS","Spicy Chili Chicken Bowl","Bowls",0.6100,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Lamb Kebab Bowl","Lamb Kebab Bowl","CHEF CURATED BOWLS","Lamb Kebab Bowl","Bowls",0.6100,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Paneer Tikka Bowl","Paneer Tikka Bowl","CHEF CURATED BOWLS","Paneer Tikka Bowl","Bowls",0.6100,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Chicken Tikka + Avocado Salad","Chicken Tikka + Avocado Salad","CHEF CURATED BOWLS","Chicken Tikka + Avocado Salad","Bowls",0.6100,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Butter Chicken Burrito","Butter Chicken Burrito","INDIAN BURRITOS","Butter Chicken Burrito","Burritos",1.0300,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Tandoori Paneer Burrito","Tandoori Paneer Burrito","INDIAN BURRITOS","Tandoori Paneer Burrito","Burritos",1.0300,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","BYO Indian Burrito","BYO Indian Burrito","INDIAN BURRITOS","BYO Indian Burrito","Burritos",1.0300,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Butter Chicken","Butter Chicken","CLASSIC INDIAN PLATES","Butter Chicken","Plates",3.3300,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Chicken Tikka Masala","Chicken Tikka Masala","CLASSIC INDIAN PLATES","Chicken Tikka Masala","Plates",3.3300,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Saag Paneer","Saag Paneer","CLASSIC INDIAN PLATES","Saag Paneer","Plates",2.7200,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Aloo Gobhi","Aloo Gobhi","CLASSIC INDIAN PLATES","Aloo Gobhi","Plates",2.2300,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Paneer Butter Masala","Paneer Butter Masala","CLASSIC INDIAN PLATES","Paneer Butter Masala","Plates",3.5400,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","BYO Greens + Grains Bowl","BYO Greens + Grains Bowl","BUILD YOUR OWN BOWL","BYO Bowl","Bowls",0.6100,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","BYO Grain Bowl","BYO Grain Bowl","BUILD YOUR OWN BOWL","BYO Bowl","Bowls",0.6100,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","BYO Salad Bowl","BYO Salad Bowl","BUILD YOUR OWN BOWL","BYO Bowl","Bowls",0.6100,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Sweet Cardamom Yogurt","Sweet Cardamom Yogurt","SWEETS","Sweet Cardamom Yogurt","Sweet Cardamom Yogurt",0.8100,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Masala Chai Cookies","Masala Chai Cookies","SWEETS","Masala Chai Cookies","Masala Chai Cookies",0.3300,"2026-07-02 18:14:15.577311+00"
"P03-2026","APP","Kids Meal","Kids Meal","KIDS","Kids Meal","KIDS",1.0500,"2026-07-02 18:14:15.577311+00"
"P03-2026","DRINKS - IN HOUSE","Rupee Lager","Rupee Lager","Beer","Rupee Lager","Rupee Lager",1.9500,"2026-07-02 18:14:15.577311+00"
"P03-2026","DRINKS - IN HOUSE","Sixpoint Bengali IPA","Sixpoint Bengali IPA","Beer","Sixpoint Bengali IPA","Sixpoint Bengali IPA",1.3500,"2026-07-02 18:14:15.577311+00"
"P03-2026","DRINKS - IN HOUSE","Kingfisher","Kingfisher","Beer","Kingfisher","Kingfisher",1.5200,"2026-07-02 18:14:15.577311+00"
"P03-2026","DRINKS - IN HOUSE","DC Brau Pils","DC Brau Pils","Beer","DC Brau Pils","DC Brau Pils",1.5500,"2026-07-02 18:14:15.577311+00"
"P03-2026","DRINKS - IN HOUSE","White Claw Ruby Grapefruit","White Claw Ruby Grapefruit","Beer","White Claw Ruby Grapefruit","White Claw Ruby Grapefruit",1.4900,"2026-07-02 18:14:15.577311+00"
"P03-2026","DRINKS - IN HOUSE","Pabst Blue Ribbon","Pabst Blue Ribbon","Beer","Pabst Blue Ribbon","Pabst Blue Ribbon",0.9900,"2026-07-02 18:14:15.577311+00"
"P03-2026","DRINKS - IN HOUSE","White Claw Black Cherry","White Claw Black Cherry","Beer","White Claw Black Cherry","White Claw Black Cherry",1.4600,"2026-07-02 18:14:15.577311+00"
"P04-2026","DELIVERY","Spindrift - Lemon","Spindrift - Lemon","DRINKS","Spindrift","Spindrift",1.1600,"2026-07-02 18:14:15.925061+00"
"P04-2026","DELIVERY","Open Water Sparkling Water","Open Water Sparkling Water","DRINKS","Open Water Sparkling Water","Water",1.1900,"2026-07-02 18:14:15.925061+00"
"P04-2026","DELIVERY","Mango Lassi for a Group - 1/2 Gallon","Mango Lassi for a Group - 1/2 Gallon","DRINKS","Mango Lassi for a Group - 1/2 Gallon","Drink",6.8500,"2026-07-02 18:14:15.925061+00"
"P04-2026","DELIVERY","BYO Indian Burrito","BYO Indian Burrito","BURRITOS","BYO Indian Burrito","Burritos",1.0900,"2026-07-02 18:14:15.925061+00"
"P04-2026","DELIVERY","Masala Chai Cookies","Masala Chai Cookies","SWEETS","Masala Chai Cookies","Masala Chai Cookies",0.3300,"2026-07-02 18:14:15.925061+00"
"P04-2026","DELIVERY","Sweet Cardamom Yogurt","Sweet Cardamom Yogurt","SWEETS","Sweet Cardamom Yogurt","Sweet Cardamom Yogurt",0.8100,"2026-07-02 18:14:15.925061+00"
"P04-2026","DELIVERY","Mini Samosas","Mini Samosas","SIDES","Mini Samosas","Mini Samosas",1.1600,"2026-07-02 18:14:15.925061+00"
"P04-2026","DELIVERY","Side of Grain","Side of Grain","SIDES","Side of Grain","Side of Grain",,"2026-07-02 18:14:15.925061+00"
"P04-2026","DELIVERY","Garlic Naan","Garlic Naan","SIDES","Garlic Naan","Garlic Naan",0.5900,"2026-07-02 18:14:15.925061+00"
"P04-2026","DELIVERY","That Fire Hot Sauce - Side","That Fire Hot Sauce - Side","SIDES","That Fire Hot Sauce - Side","That Fire Hot Sauce - Side",0.4400,"2026-07-02 18:14:15.925061+00"
"P04-2026","DELIVERY","Samosa Chaat","Samosa Chaat","SIDES","Samosa Chaat","Samosa Chaat",2.2300,"2026-07-02 18:14:15.925061+00"
"P04-2026","DELIVERY","Side of Main","Side of Main","SIDES","Side of Main","Side of Main",,"2026-07-02 18:14:15.925061+00"
"P04-2026","DELIVERY","Side of Sauce","Side of Sauce","SIDES","Side of Sauce","Side of Sauce",,"2026-07-02 18:14:15.925061+00"
"P04-2026","DELIVERY","Cucumber Raita","Cucumber Raita","SIDES","Cucumber Raita","Cucumber Raita",0.4200,"2026-07-02 18:14:15.925061+00"
"P04-2026","DELIVERY","Side of Veggie","Side of Veggie","SIDES","Side of Veggie","Side of Veggie",,"2026-07-02 18:14:15.925061+00"
"P04-2026","DELIVERY","That Fire Hot Sauce (Bottle)","That Fire Hot Sauce (Bottle)","SIDES","That Fire Hot Sauce (Bottle)","That Fire Hot Sauce (Bottle)",3.3800,"2026-07-02 18:14:15.925061+00"
"P04-2026","FOOD - IN HOUSE","Garlic Naan","Garlic Naan","SIDES","Garlic Naan","Garlic Naan",0.5900,"2026-07-02 18:14:15.925061+00"
"P04-2026","FOOD - IN HOUSE","Mini Samosas","Mini Samosas","SIDES","Mini Samosas","Mini Samosas",1.1600,"2026-07-02 18:14:15.925061+00"
"P04-2026","FOOD - IN HOUSE","Samosa Chaat","Samosa Chaat","SIDES","Samosa Chaat","Samosa Chaat",2.2300,"2026-07-02 18:14:15.925061+00"
"P03-2026","DRINKS - IN HOUSE","Olipop - Lemon Lime","Olipop - Lemon Lime","Cold Drinks","Olipop","Olipop",1.8600,"2026-07-02 18:14:15.577311+00"
"P03-2026","DRINKS - IN HOUSE","Olipop - Root Beer","Olipop - Root Beer","Cold Drinks","Olipop","Olipop",2.1600,"2026-07-02 18:14:15.577311+00"
"P03-2026","DRINKS - IN HOUSE","Homemade Juice - In House","Homemade Juice","Cold Drinks","Homemade Juice","Homemade Juice",,"2026-07-02 18:14:15.577311+00"
"P03-2026","DRINKS - IN HOUSE","Spindrift - Grapefruit","Spindrift - Grapefruit","Cold Drinks","Spindrift","Spindrift",1.0700,"2026-07-02 18:14:15.577311+00"
"P03-2026","DRINKS - IN HOUSE","Spindrift - Lemon","Spindrift - Lemon","Cold Drinks","Spindrift","Spindrift",1.1200,"2026-07-02 18:14:15.577311+00"
"P03-2026","DRINKS - IN HOUSE","Open Water Sparkling Water","Open Water Sparkling Water","Cold Drinks","Open Water Sparkling Water","Water",1.1700,"2026-07-02 18:14:15.577311+00"
"P03-2026","DRINKS - IN HOUSE","Iced Oat Masala Chai","Iced Oat Masala Chai","Cold Drinks","Masala Chai","Masala Chai",1.9200,"2026-07-02 18:14:15.577311+00"
"P05-2026","APP","Spindrift - Lemon","Spindrift - Lemon","DRINKS","Spindrift","Spindrift",1.1592,"2026-07-02 18:14:16.228504+00"
"P04-2026","DELIVERY","Mango Lassi","Mango Lassi","DRINKS","Mango Lassi","Mango Lassi",1.4100,"2026-07-02 18:14:15.925061+00"
"P04-2026","DELIVERY","Iced Oat Masala Chai","Iced Oat Masala Chai","DRINKS","Masala Chai","Masala Chai",1.9300,"2026-07-02 18:14:15.925061+00"
"P04-2026","DELIVERY","Olipop - Lemon Lime","Olipop - Lemon Lime","DRINKS","Olipop","Olipop",1.8600,"2026-07-02 18:14:15.925061+00"
"P04-2026","DELIVERY","Blossom Lassi","Blossom Lassi","DRINKS","Blossom Lassi","Drink",1.4400,"2026-07-02 18:14:15.925061+00"
"P04-2026","DELIVERY","Wild Kombucha - Ginger","Wild Kombucha - Ginger","DRINKS","Kombucha","Kombucha",3.2600,"2026-07-02 18:14:15.925061+00"
"P04-2026","DELIVERY","Olipop - Cola","Olipop - Cola","DRINKS","Olipop","Olipop",1.8600,"2026-07-02 18:14:15.925061+00"
"P04-2026","DELIVERY","Wild Kombucha - Mango Peach","Wild Kombucha - Mango Peach","DRINKS","Kombucha","Kombucha",3.2600,"2026-07-02 18:14:15.925061+00"
"P04-2026","DELIVERY","Masala Chai - Oat Milk","Masala Chai - Oat Milk","DRINKS","Masala Chai","Masala Chai",1.9500,"2026-07-02 18:14:15.925061+00"
"P04-2026","DELIVERY","Spindrift - Grapefruit","Spindrift - Grapefruit","DRINKS","Spindrift","Spindrift",1.1200,"2026-07-02 18:14:15.925061+00"
"P04-2026","DELIVERY","Masala Chai","Masala Chai","DRINKS","Masala Chai","Masala Chai",1.6000,"2026-07-02 18:14:15.925061+00"
"P04-2026","DELIVERY","Maine Root Fountain Soda","Maine Root Fountain Soda","DRINKS","Maine Root Fountain Soda","Canned Soda",0.3600,"2026-07-02 18:14:15.925061+00"
"P04-2026","DELIVERY","Strawberry Lassi","Strawberry Lassi","DRINKS","Strawberry Lassi","Strawberry Lassi",1.4400,"2026-07-02 18:14:15.925061+00"
"P04-2026","DELIVERY","Icaro - Spearmint Yerba Mate","Icaro - Spearmint Yerba Mate","DRINKS","Icaro - Spearmint Yerba Mate","Icaro - Spearmint Yerba Mate",2.1200,"2026-07-02 18:14:15.925061+00"
"P04-2026","DELIVERY","Handcrafted Juice for a Group - 1/2 Gallon","Handcrafted Juice for a Group - 1/2 Gallon","DRINKS","Handcrafted Juice for a Group - 1/2 Gallon","Drink",,"2026-07-02 18:14:15.925061+00"
"P04-2026","DELIVERY","Chicken Tikka Masala","Chicken Tikka Masala","PLATES","Chicken Tikka Masala","Plates",3.4200,"2026-07-02 18:14:15.925061+00"
"P04-2026","DELIVERY","Lamb Kofta Korma","Lamb Kofta Korma","PLATES","Lamb Kofta Korma","Plates",4.1000,"2026-07-02 18:14:15.925061+00"
